osmid,y,x,highway,street_count,junction
6672790466,43.4704234,-80.5356344,,1,
6672790483,43.4701111,-80.535435,,1,
6677768087,43.4790977,-80.5357264,,1,
6677768092,43.4783317,-80.5380446,,3,
6677768102,43.4787848,-80.5360521,,1,
6677768103,43.4784437,-80.5358034,,3,
6677768123,43.4759775,-80.5391944,,3,
6677768124,43.4765087,-80.5384709,,1,
6677768126,43.4766136,-80.5385396,,1,
6677768127,43.4761766,-80.538222,,3,
6680784244,43.5415107,-80.5080423,,3,
6680784247,43.5414761,-80.5075833,,3,
6687907822,43.4944565,-80.6030109,,1,
6687907829,43.4960742,-80.6023845,,3,
6695543629,43.4620094,-80.4896416,,3,
6695543632,43.4612015,-80.4885638,,3,
6705408687,43.5025946,-80.5540646,,5,
6705408695,43.5033417,-80.5531072,,3,
6705408699,43.5030689,-80.553956,,3,
6705408705,43.503302,-80.5532632,,4,
6705408706,43.503017,-80.5530034,,3,
6705408709,43.5029326,-80.5528263,,3,
6705408717,43.5028505,-80.5525937,,1,
6705408718,43.5027976,-80.55274,,3,
6705408729,43.5041527,-80.5538281,,3,
6710109607,43.4977218,-80.5484788,,1,
6710109610,43.4974267,-80.548305,,1,
6710109611,43.4974828,-80.5481253,,3,
6710109612,43.4968007,-80.5476645,,1,
6710109613,43.4970719,-80.5478448,,3,
6715507471,43.4923069,-80.5447418,,3,
6715507474,43.4923779,-80.5456865,,1,
6715654434,43.5007265,-80.5671453,,3,
6715654435,43.5005901,-80.567029,,3,
6715654440,43.5005438,-80.5667878,,3,
6715654443,43.500701,-80.5664272,,1,
6720908898,43.4633239,-80.5245733,,3,
6720908899,43.4631179,-80.5250224,,3,
6722903315,43.501956,-80.5499538,,3,
6727016286,43.5061418,-80.5457283,,3,
6727016288,43.5056573,-80.5454287,,3,
6727016290,43.5060453,-80.5459966,,3,
6728323535,43.4422004,-80.511502,,1,
6734546160,43.4715729,-80.512805,,4,
6734546165,43.4713067,-80.5120318,,1,
6738768994,43.4814933,-80.5421572,,3,
6738769000,43.4819462,-80.541901,,3,
6773491133,43.4369672,-80.5605339,,1,
6773491145,43.4367809,-80.5603753,,1,
6775889530,43.4836719,-80.5437796,,3,
6775891141,43.4839428,-80.540646,,3,
6775891142,43.4840238,-80.5408591,,3,
6775891144,43.484331,-80.5404832,,4,
6779992119,43.4671742,-80.5250476,,4,
6779992120,43.4666336,-80.5245525,,4,
6779992123,43.4658946,-80.5238759,,4,
6780035093,43.4652897,-80.5215772,,3,
6780035095,43.464933,-80.5214824,,3,
6780035096,43.4649013,-80.5216855,,3,
6780035097,43.4649958,-80.5210808,,3,
6780035102,43.4642111,-80.5214917,,1,
6780035104,43.4641732,-80.5210057,,1,
6780035105,43.4641951,-80.5208528,,3,
6780035108,43.4638767,-80.5213872,,1,
6780035110,43.463667,-80.5195832,,3,
6780035112,43.4634465,-80.5198071,,1,
6780035115,43.4638443,-80.519976,,1,
6796148512,43.5034763,-80.5594195,,3,
6796148515,43.5083786,-80.5601722,,3,
6796160253,43.4679331,-80.5231324,,3,
6796160255,43.4678717,-80.5236095,,3,
6796160256,43.4675852,-80.5235484,,3,
6796160261,43.4675618,-80.5237234,,3,
6796160262,43.468224,-80.5232114,,3,
6796160266,43.4680761,-80.5237244,,1,
6809281454,43.4753539,-80.5489589,,1,
6809281455,43.4752327,-80.5493036,,3,
6809281497,43.4746322,-80.5504926,,3,
6809281498,43.4746527,-80.5504349,,1,
6809281500,43.475114,-80.5492304,,1,
6809281519,43.47518,-80.5488319,,3,
6809281525,43.4752335,-80.5486879,,1,
6810488527,43.4984804,-80.5331152,,3,
6810488528,43.4983579,-80.5332868,,1,
6810488529,43.4985972,-80.5332708,,3,
6810488530,43.4984026,-80.5335417,,1,
6810488534,43.4980504,-80.5331581,,3,
6810488535,43.49821,-80.5332493,,1,
6810488536,43.4979979,-80.5333566,,3,
6810488537,43.498247,-80.5335336,,1,
6818507787,43.4651776,-80.5224559,crossing,4,
6818507789,43.4651989,-80.5222664,crossing,4,
6835825380,43.4486281,-80.4879908,,3,
6835825381,43.4483537,-80.4880489,,3,
6835825382,43.4480609,-80.4886925,,3,
6835825384,43.4491574,-80.4875905,traffic_signals,4,
6835868985,43.4484756,-80.4881032,crossing,3,
6835868988,43.4483635,-80.488255,traffic_signals,5,
6841916256,43.4639303,-80.542294,,1,
6848940909,43.5157663,-80.5640358,,3,
6848940910,43.5160183,-80.5640077,,1,
6848975083,43.5104042,-80.5552501,,3,
6856358705,43.4635989,-80.527927,,3,
6856358708,43.4642028,-80.527091,,3,
6859104371,43.4922608,-80.5868005,,3,
6859253530,43.4708493,-80.5348637,,1,
6859253534,43.4710643,-80.5350577,,3,
6861138476,43.4673705,-80.527419,,3,
6865304496,43.4668331,-80.5229055,,4,
6865304497,43.466002,-80.5226831,,4,
6865304501,43.4660236,-80.5225555,,4,
6865304502,43.4668506,-80.5227781,,4,
6865304503,43.4676556,-80.5229448,,4,
6865304504,43.468501,-80.5232221,,4,
6865304506,43.4693149,-80.523417,,4,
6868244542,43.4689682,-80.523479,,4,
6868244544,43.4679242,-80.5231968,,4,
6868285201,43.4645367,-80.5250977,,1,
6868285202,43.4651302,-80.5233936,,3,
6868285203,43.4652152,-80.5223757,traffic_signals,4,
6868285205,43.4651633,-80.5229133,,4,
6868285209,43.4645444,-80.5249533,,3,
6868296696,43.4640103,-80.5416685,,3,
6868296703,43.4626171,-80.5422082,,4,
6868296717,43.4578636,-80.5396594,,3,
6868296718,43.4580138,-80.5394057,,3,
6868296722,43.4591574,-80.539669,,4,
6868900211,43.4631805,-80.5434821,,1,
6868900212,43.4629592,-80.5442819,,1,
6868900213,43.4627811,-80.5440836,,1,
6868900214,43.462872,-80.5441848,,4,
6868900215,43.4630075,-80.5439492,,3,
6868900216,43.4629197,-80.5438511,,1,
6868900217,43.4626634,-80.5438575,,3,
6868900218,43.4625613,-80.5437402,,1,
6868900219,43.4628002,-80.5436264,,3,
6868900220,43.4627032,-80.5435152,,1,
6868900221,43.463019,-80.5433094,,1,
6868900222,43.462953,-80.5434291,,3,
6868900225,43.4628116,-80.5432315,,1,
6868900227,43.4620195,-80.5448175,,1,
6872487580,43.4652058,-80.522467,,4,
6872487584,43.465225,-80.5222817,,4,
6872489587,43.4653765,-80.521196,traffic_signals,4,
6872489589,43.4655212,-80.5201797,,4,
6872489590,43.4656686,-80.5191598,,4,
6880002715,43.4484559,-80.490535,,3,
6880002718,43.4483403,-80.4906598,,3,
6886522186,43.4627186,-80.5422025,,4,
6886528047,43.4626963,-80.5419899,crossing,5,
6898970156,43.451165,-80.5151003,,3,
6898970159,43.4514106,-80.5144322,,3,
6898970160,43.4520208,-80.5150998,,4,
6898970161,43.4513305,-80.5146772,,3,
6898970162,43.4519404,-80.515342,,3,
6898970163,43.4520961,-80.5148728,,3,
6898970165,43.4493924,-80.5135994,,4,
6898970167,43.4495361,-80.5126317,,3,
6898970170,43.4495983,-80.5124587,,3,
6898970173,43.4502106,-80.5115595,,3,
6898970174,43.450107,-80.5117663,,3,
6898970175,43.4510186,-80.5123509,,1,
6898970176,43.4507569,-80.5121831,,3,
6898970177,43.4508262,-80.5119767,,3,
6898970178,43.449314,-80.5138304,,3,
6898970179,43.449117,-80.5137212,,1,
6898970180,43.4528742,-80.5131023,,3,
6898970181,43.453166,-80.5122577,,3,
6899067786,43.4529358,-80.512924,,4,
6899067787,43.4527741,-80.5128215,,3,
6899067788,43.4529837,-80.5121445,,3,
6899067789,43.4526301,-80.5127302,,3,
6899067790,43.4528455,-80.5120587,,3,
6899067791,43.4524807,-80.5126354,,3,
6899067792,43.4526881,-80.511961,,3,
6899067793,43.4523423,-80.5125477,,3,
6899067794,43.4525436,-80.5118713,,3,
6899067795,43.4521855,-80.5124482,,3,
6899067796,43.452403,-80.5117841,,3,
6899067797,43.452039,-80.5123552,,3,
6899067798,43.4522547,-80.511692,,3,
6899067811,43.4510093,-80.5150025,,3,
6900630509,43.4820165,-80.5450763,,1,
6900630516,43.4812876,-80.5422375,,4,
6900877842,43.4992096,-80.5304193,,5,
6900877848,43.5018601,-80.53076,,3,
6900877850,43.502675,-80.5280838,,3,
6900877851,43.5022311,-80.5278477,,3,
6900877852,43.5020717,-80.5284388,,3,
6900877853,43.5013465,-80.5283801,,1,
6900877855,43.5021351,-80.5282039,,4,
6900877856,43.502582,-80.528447,,4,
6900877859,43.5024637,-80.5289087,,3,
6900877860,43.502647,-80.5290148,,3,
6900877861,43.5027938,-80.5285728,,3,
6900877862,43.5025219,-80.5286815,,3,
6900877864,43.5016309,-80.5282112,,3,
6900877865,43.5023813,-80.5291954,,3,
6900877868,43.5019553,-80.5304475,,3,
6900877869,43.5021277,-80.530557,,3,
6900877870,43.5025742,-80.5293175,,3,
6900877871,43.5023117,-80.5300463,,3,
6900877872,43.5021319,-80.5299251,,4,
6900877873,43.5033582,-80.5313231,,3,
6900877874,43.5028314,-80.5309721,,3,
6900877876,43.5034972,-80.5309332,,3,
6900877877,43.5034254,-80.5311346,,3,
6900877878,43.5029015,-80.5307855,,3,
6900877879,43.5032421,-80.5312457,,3,
6900883886,43.5032643,-80.5307822,,3,
6900883887,43.5034499,-80.530246,,3,
6900883888,43.5035643,-80.5307448,,3,
6900883889,43.503333,-80.5305839,,3,
6900883890,43.5036262,-80.5305714,,3,
6900883891,43.5033993,-80.5303922,,3,
6903898661,43.4640745,-80.5760785,,4,
6903898669,43.463907,-80.5771329,,4,
6903898676,43.4656262,-80.5721287,,4,
6903898677,43.4656774,-80.5719792,,4,
6903898679,43.4671559,-80.5679222,,4,
6903898680,43.4674177,-80.5671763,crossing,4,
6903933323,43.4524209,-80.5175357,,4,
6903938323,43.4555923,-80.5737439,,1,
6903938329,43.453818,-80.5720346,,3,
6906766347,43.475017,-80.5280048,,4,
6906766349,43.4746389,-80.5289507,,4,
6906766355,43.4741977,-80.530663,,4,
6906766356,43.4744509,-80.5299341,,4,
6906766359,43.4751294,-80.5280693,,4,
6913629026,43.4736721,-80.5316026,,4,
6913629028,43.4732595,-80.5327811,,4,
6913629029,43.4728276,-80.5339045,,4,
6913629030,43.4723978,-80.5350883,,4,
6913629031,43.4723513,-80.5352106,,4,
6913629032,43.4722468,-80.5355004,,4,
6913629034,43.4719802,-80.5362271,,4,
6913629042,43.4707174,-80.5379171,,4,
6913629044,43.4692108,-80.5387459,,3,
6913629045,43.4691341,-80.5389656,,3,
6913629047,43.4707849,-80.5381465,,4,
6913629052,43.4714651,-80.5375854,,4,
6913629057,43.4721332,-80.5363317,,4,
6913629059,43.4724477,-80.5354351,,4,
6913629060,43.4729299,-80.5340283,,4,
6913629061,43.4733591,-80.5328668,,4,
6919394903,43.4394363,-80.5810655,,3,
6919394906,43.4385385,-80.580025,,1,
6919394914,43.439402,-80.5806669,,1,
6919394916,43.4294686,-80.5632901,,3,
6919394948,43.4256148,-80.5617413,,3,
6919394950,43.4265948,-80.5599769,,3,
6919394952,43.4267186,-80.5607753,,3,
6919394953,43.4263558,-80.5604072,,3,
6919394964,43.4286716,-80.5607551,,1,
6919394965,43.4298639,-80.5578902,,1,
6919394968,43.426959,-80.5637753,,1,
6919394973,43.4276707,-80.5626794,,3,
6923583564,43.4520589,-80.4975383,,3,
6923584796,43.4524993,-80.4972868,,1,
6925931797,43.5353133,-80.522976,,3,
6925931808,43.53211,-80.5100793,,1,
6925931812,43.5220946,-80.5035938,,1,
6925931818,43.5229934,-80.5041838,,3,
6928676069,43.4641377,-80.5286564,,3,
6928676075,43.4647536,-80.5282396,,3,
6928676077,43.4640523,-80.5307414,,4,
6928676082,43.4635202,-80.530346,,3,
6928693385,43.4640834,-80.5283231,,1,
6928693407,43.464305,-80.5293853,,3,
6928693410,43.4642613,-80.5291948,,3,
6938331130,43.4780882,-80.5254583,,4,
6938331136,43.4812322,-80.5259105,,4,
6938331138,43.4781128,-80.5252795,,4,
6938331140,43.4778035,-80.5252162,,4,
6938331141,43.4772884,-80.5251145,crossing,4,
6938331142,43.476776,-80.5250059,crossing,4,
6938331143,43.4764997,-80.5249469,crossing,4,
6938649057,43.4724535,-80.5396437,,1,
6940283617,43.4692521,-80.5153711,,3,
6940283618,43.4696953,-80.515826,,3,
6940283619,43.469328,-80.5151792,,3,
6940283620,43.4697918,-80.515647,,3,
6940283621,43.4694054,-80.5149836,,3,
6940283622,43.4698909,-80.5154632,,3,
6940283623,43.468844,-80.5164096,,3,
6940283624,43.4686626,-80.516273,,3,
6940283626,43.4692764,-80.5166879,,3,
6940283632,43.4716498,-80.5143018,,3,
6943835784,43.4738069,-80.5317328,,4,
6943961113,43.4731399,-80.5403564,,1,
6943961121,43.4734298,-80.5401435,,3,
6943961122,43.4733109,-80.540062,,3,
6943961129,43.4733491,-80.5403501,,3,
6943961130,43.4734195,-80.5404038,,3,
6944065609,43.4649406,-80.6103888,,1,
6944065628,43.462506,-80.6069309,,3,
6944065631,43.4628329,-80.6060134,,1,
6944065657,43.4620084,-80.6048513,,1,
6944065662,43.4619959,-80.6050451,,3,
6944078210,43.4626835,-80.5959976,,4,
6949950418,43.4738334,-80.5373455,,3,
6949950425,43.473922,-80.5368275,,3,
6949950429,43.4738795,-80.5371037,,1,
6949950430,43.4740193,-80.5366095,,3,
6952902962,43.4651328,-80.523355,,4,
6952902963,43.465987,-80.5238907,,3,
6958917560,43.4595019,-80.5199815,crossing,4,
6964934326,43.4724259,-80.5076234,,3,
6964934333,43.472233,-80.5075999,,3,
6965004144,43.5183295,-80.5021171,,3,
6965004145,43.5180709,-80.5019484,,3,
6965004146,43.5182586,-80.502309,,3,
6965004147,43.5180338,-80.5021568,,3,
6965004148,43.5184641,-80.501965,,3,
6965004149,43.5180746,-80.5017058,,3,
6965004150,43.5186122,-80.5018147,,3,
6965004151,43.5180783,-80.5014657,,3,
6965004152,43.5186775,-80.5016136,,3,
6965004153,43.5180824,-80.5012041,,3,
6965004154,43.5187544,-80.5014094,,4,
6965004155,43.5180861,-80.5009655,,3,
6965004156,43.5188541,-80.5012286,,3,
6965004157,43.5180899,-80.5007226,,3,
6965004158,43.5189547,-80.5010463,,4,
6965004159,43.5182034,-80.5005495,,3,
6965004161,43.5184962,-80.5004879,,3,
6965004162,43.5187457,-80.5004009,,3,
6965200976,43.4604745,-80.5219364,,3,
6965200977,43.4606499,-80.5222433,,1,
6965200994,43.4583123,-80.519553,,3,
6965200997,43.458077,-80.5191298,,3,
6965201001,43.4580263,-80.5190275,crossing,4,
6965201002,43.4580102,-80.5192093,crossing,4,
6965612809,43.4905116,-80.5283185,,3,
6965612848,43.4991676,-80.5308526,,1,
6965614248,43.4861091,-80.5258688,,3,
6965614249,43.4856531,-80.5257854,,3,
6965614250,43.485603,-80.5257804,,3,
6965614255,43.4859629,-80.5258421,,3,
6965614256,43.4858179,-80.5258156,,3,
6965614259,43.4859023,-80.5249648,,3,
6965614260,43.485754,-80.5249326,,3,
6965614262,43.4854985,-80.5257316,,3,
6965614264,43.4855844,-80.5248958,,4,
6965614265,43.4854859,-80.5259995,,3,
6965614270,43.4854071,-80.5257313,,3,
6965614275,43.4855632,-80.5250958,,3,
6965614276,43.4854008,-80.5250589,,3,
6965614277,43.4853365,-80.525562,,3,
6965618899,43.4848518,-80.5267849,,3,
6965618902,43.4852336,-80.5269159,traffic_signals,4,
6965618903,43.4851343,-80.5268988,traffic_signals,4,
6965618904,43.4850548,-80.5268858,crossing,4,
6965618906,43.4852997,-80.5269296,crossing,4,
6965618909,43.4852922,-80.526675,,1,
6965638993,43.484678,-80.523271,,3,
6965638994,43.4844507,-80.5239562,,3,
6965638997,43.4845914,-80.5240424,,3,
6965638999,43.4849397,-80.5230295,,3,
6965639000,43.4852374,-80.5232401,,3,
6965639003,43.4857248,-80.5238008,,3,
6965639004,43.4847461,-80.5241373,,3,
6965639006,43.4850821,-80.5231302,,3,
6965639008,43.4849684,-80.5243996,,3,
6965639011,43.4853713,-80.5233746,,3,
6965639013,43.4856014,-80.5246968,,3,
6965639014,43.4860907,-80.5248046,,3,
6965639019,43.4862329,-80.5237081,,3,
6965639020,43.4861198,-80.52458,,3,
6965639022,43.4855832,-80.5244664,,3,
6965639023,43.4861487,-80.5243577,,3,
6965639025,43.4856979,-80.5242676,,3,
6965639026,43.4861762,-80.5241457,,3,
6965639028,43.4858159,-80.5240631,,3,
6965639029,43.4862037,-80.5239333,,3,
6965639031,43.4859276,-80.5238694,,3,
6965639034,43.4861409,-80.5255926,,3,
6965639035,43.4867451,-80.5257222,,3,
6965639036,43.4868118,-80.5251728,,3,
6965639037,43.4866562,-80.5251371,,3,
6965639039,43.4865897,-80.525689,,3,
6965639040,43.486428,-80.5256544,,3,
6965639042,43.4864923,-80.5250994,,3,
6965639043,43.486334,-80.5250631,,3,
6965639045,43.4862712,-80.5256209,,3,
6987364905,43.4732803,-80.5954987,,3,
6987364906,43.4737106,-80.5949167,,3,
6993881326,43.4727119,-80.5344286,,3,
6993881327,43.4726541,-80.5343817,,4,
6993881334,43.4722776,-80.5333056,,3,
6993894984,43.4717281,-80.5339053,,1,
7013884135,43.4605097,-80.591564,,3,
7013884142,43.4605634,-80.5936316,,3,
7020996701,43.4944479,-80.5396248,,3,
7020996710,43.4958735,-80.5420097,,3,
7020996742,43.4961123,-80.5410869,,3,
7020996743,43.4944634,-80.540283,,1,
7021046069,43.5000987,-80.4906682,,4,
7021046074,43.4986679,-80.48133,,5,
7021046078,43.4989284,-80.4822539,,4,
7021057489,43.4865033,-80.4841608,,1,
7021057492,43.4872151,-80.4828865,crossing,4,
7021057497,43.4900201,-80.4810361,,4,
7021057498,43.491059,-80.4810863,,4,
7021057510,43.4986221,-80.4815277,,1,
7021057511,43.498685,-80.4815039,,3,
7021244833,43.5002852,-80.5276407,,1,
7021244834,43.5000415,-80.5274501,,3,
7021244835,43.5002969,-80.5274448,,3,
7021244836,43.500036,-80.5272319,,3,
7021244837,43.5003099,-80.5272262,,3,
7021244838,43.500034,-80.5270144,,3,
7021244839,43.5003228,-80.5270084,,3,
7021244840,43.5000325,-80.5268052,,3,
7021244841,43.5003353,-80.5267988,,3,
7021244842,43.5000298,-80.5266221,,3,
7021244843,43.5003462,-80.5266155,,3,
7021244844,43.4988512,-80.5254277,,3,
7021244850,43.4991344,-80.5261983,,3,
7021244851,43.499137,-80.5264378,,3,
7021244852,43.4991306,-80.5258555,,3,
7021244853,43.4989827,-80.5264413,,3,
7021244854,43.4989763,-80.5258587,,3,
7021244855,43.4989801,-80.526203,,3,
7021244857,43.4988376,-80.5258616,,3,
7022712130,43.4968081,-80.5428507,,1,
7022734596,43.494706,-80.5424633,,3,
7022734597,43.4955748,-80.5430495,,3,
7022734599,43.4956385,-80.5428592,,3,
7022734602,43.4952166,-80.5423487,,1,
7022734604,43.4950505,-80.5426958,,3,
7022734620,43.4938963,-80.5422253,,3,
7022734621,43.4940434,-80.542311,,3,
7022734623,43.4937898,-80.5417419,,3,
7022734625,43.4938663,-80.5428135,,3,
7022734626,43.493741,-80.5426602,,3,
7022734630,43.4936873,-80.5433218,,3,
7022734631,43.4935586,-80.5432321,,3,
7022734633,43.4932952,-80.5439476,,3,
7022734634,43.4960521,-80.5440322,,1,
7022734635,43.4941617,-80.5423799,,3,
7022734637,43.4938816,-80.5427702,,3,
7022734638,43.4935212,-80.5437929,,3,
7022734639,43.4936871,-80.5439018,,1,
7022778056,43.4885106,-80.5441049,,3,
7022778057,43.4883147,-80.5448453,,3,
7022778070,43.4889677,-80.5452771,,1,
7022869870,43.4893301,-80.5417175,,3,
7022869871,43.4893651,-80.5416829,,1,
7027057385,43.4578842,-80.4956999,,1,
7027398206,43.4808217,-80.5475749,,3,
7027398207,43.4807533,-80.5475391,,4,
7027398209,43.4803358,-80.5472649,,3,
7027398213,43.4805659,-80.5455468,,3,
7027398214,43.48074,-80.5455718,,3,
7027398215,43.4801793,-80.5471623,,3,
7027398216,43.4801647,-80.5466922,,3,
7027398219,43.4802284,-80.5465102,,3,
7027398220,43.4801039,-80.5464307,,3,
7027419801,43.4965881,-80.6036616,,3,
7027419802,43.4964006,-80.6037832,,3,
7027419804,43.496303,-80.6033736,,3,
7039373724,43.4613415,-80.5179544,,3,
7039373729,43.4611125,-80.5173838,,3,
7039373730,43.4608006,-80.5168553,,3,
7039373732,43.4603921,-80.5172826,,3,
7041171763,43.4637519,-80.5426785,,3,
7041183452,43.4669233,-80.5222485,,3,
7041183455,43.4667425,-80.5224186,,1,
7041183456,43.4672688,-80.5217011,,3,
7041183458,43.4671853,-80.5222586,,1,
7041183474,43.4681049,-80.52192,,3,
7041183476,43.4681836,-80.5212437,,3,
7041183477,43.4679231,-80.5211716,,3,
7041183479,43.4683646,-80.5212826,,1,
7041183480,43.4680413,-80.5212039,,3,
7041183482,43.4681142,-80.5218234,,3,
7074160788,43.4717845,-80.5412133,,1,
7078965130,43.5022087,-80.5320184,,3,
7078965134,43.5021341,-80.5330978,,1,
7078965135,43.5029557,-80.5349001,,4,
7078965136,43.5028297,-80.5351244,,4,
7078965137,43.5024015,-80.5346654,,4,
7078965138,43.502514,-80.5343945,,3,
7087407840,43.4683594,-80.5178473,,3,
7087407844,43.4689935,-80.5178949,,3,
7087407853,43.4688984,-80.5167065,,1,
7087407854,43.4684265,-80.5173451,,3,
7087407857,43.4685011,-80.516829,,3,
7093526419,43.5190434,-80.5011313,,3,
7093526421,43.5188472,-80.5014893,,3,
7093526630,43.5190784,-80.4997042,,3,
7093526635,43.5186657,-80.5002108,,3,
7093526638,43.5213628,-80.4987912,,3,
7093526639,43.5214226,-80.4986662,,1,
7093526640,43.5197503,-80.49884,,3,
7093526642,43.520211,-80.4991758,,3,
7093526643,43.5197298,-80.4992944,,3,
7093526648,43.5197714,-80.4977891,,3,
7093526652,43.519925,-80.4980922,,3,
7093526654,43.5201468,-80.49795,,3,
7093526660,43.5197169,-80.4978213,,3,
7093526662,43.5198215,-80.4983075,,3,
7093526664,43.519729,-80.4987341,,3,
7093529638,43.5200582,-80.4999367,,3,
7093529639,43.5198082,-80.5006276,,3,
7093529640,43.5202773,-80.4998639,,3,
7093529641,43.519957,-80.5007266,,3,
7093529642,43.5200957,-80.500819,,3,
7093529643,43.5204529,-80.4998357,,3,
7093529644,43.5206044,-80.4999385,,3,
7093529645,43.5202493,-80.5009213,,3,
7093529648,43.5207404,-80.5000385,,4,
7093533131,43.4622084,-80.5807509,,4,
7093533132,43.4622964,-80.580699,,3,
7093533136,43.4618167,-80.5806585,,3,
7093533991,43.5211775,-80.4981946,,3,
7093535592,43.5191646,-80.4995701,,3,
7093541616,43.4642111,-80.574519,,3,
7096905702,43.5021496,-80.5353848,,4,
7096905707,43.5016082,-80.5347539,,3,
7096905711,43.50131,-80.5345381,,3,
7096905713,43.5017253,-80.5345722,,3,
7096905718,43.5022042,-80.5350794,,3,
7096905719,43.5025803,-80.535582,,4,
7096905720,43.502482,-80.5357448,,3,
7096905721,43.5030088,-80.5353255,,1,
7096905740,43.5022361,-80.5354531,,3,
7096905742,43.5027844,-80.5360931,,3,
7096905747,43.5026659,-80.5363175,,3,
7096905748,43.5022944,-80.5345424,,3,
7096905750,43.5020729,-80.534933,,3,
7096905751,43.5021749,-80.5344053,,3,
7096905753,43.5019461,-80.5347917,,3,
7096905754,43.5018224,-80.5346537,,3,
7096905756,43.5019765,-80.534397,,1,
7096905758,43.5030119,-80.5340873,,3,
7096905759,43.5030392,-80.533899,,3,
7096905761,43.5031379,-80.5336605,,3,
7096905762,43.5032365,-80.5334932,,3,
7096905767,43.5038084,-80.5341355,,3,
7096905770,43.5034925,-80.534634,,3,
7096905773,43.5038869,-80.5353504,,1,
7096905774,43.5042964,-80.5347125,,3,
7096905777,43.5040463,-80.5344117,,3,
7096905784,43.5046804,-80.5345135,,3,
7096995486,43.5042613,-80.5352144,,4,
7096995489,43.5046187,-80.5356176,,3,
7096995490,43.5041758,-80.5356889,,3,
7096995491,43.5043799,-80.5353482,,3,
7096995492,43.5042986,-80.5358273,,3,
7096995493,43.5045021,-80.535486,,3,
7096995494,43.5048175,-80.5358419,,3,
7096995496,43.5046947,-80.5363782,,3,
7096995497,43.5049383,-80.5359781,,3,
7096995498,43.5051534,-80.5362207,,3,
7096995501,43.505057,-80.5361119,,3,
7096995502,43.5052074,-80.5358281,,3,
7096995505,43.5053283,-80.5354983,,3,
7096995506,43.5054592,-80.5353973,,4,
7096995508,43.5052712,-80.5354736,,3,
7096995511,43.5052793,-80.5351954,,3,
7096995513,43.5050587,-80.5354006,,1,
7096995519,43.5054347,-80.5357195,,3,
7096995520,43.5054033,-80.5357755,,3,
7103804665,43.4869401,-80.5515043,,1,
7103804666,43.4865998,-80.5505614,,3,
7103804680,43.4861077,-80.5475783,,1,
7103804681,43.4862465,-80.5474025,,3,
7103824500,43.4861009,-80.5469592,,3,
7103824503,43.4868906,-80.5481194,,3,
7103824507,43.485993,-80.5458218,,3,
7103824508,43.4859584,-80.5459093,,3,
7103824512,43.4862807,-80.5466343,,3,
7103824513,43.486261,-80.545515,,1,
7103824514,43.4860965,-80.545924,,4,
7103824516,43.486439,-80.5462995,,3,
7103824519,43.486331,-80.5464953,,4,
7103824520,43.4860625,-80.5460702,,3,
7103824523,43.4869022,-80.5462003,,1,
7103824525,43.4865899,-80.5465208,,3,
7103824526,43.4866171,-80.5466013,,3,
7103824530,43.4866473,-80.5467622,,4,
7103824532,43.48626,-80.5468319,,3,
7103824536,43.4849033,-80.5505333,,3,
7103824537,43.4850807,-80.5503564,,1,
7103824538,43.4847121,-80.5507241,,3,
7103824539,43.4853531,-80.5503443,,1,
7115134472,43.4452745,-80.5774398,,3,
7115134473,43.4446492,-80.5770234,,3,
7115134474,43.4452571,-80.5772825,,3,
7115134475,43.4446878,-80.5769121,,3,
7115134476,43.4452354,-80.5775523,,3,
7115134477,43.4446064,-80.5771468,,3,
7115134478,43.4452189,-80.5776693,,3,
7115134484,43.4447076,-80.5768552,,3,
7115165306,43.4445491,-80.5804875,,3,
7122811254,43.493865,-80.5368733,,3,
7122811258,43.4944077,-80.5365968,,3,
7122811260,43.4940641,-80.5369485,,3,
7122811264,43.4936876,-80.5385996,,4,
7122811268,43.4942827,-80.5378124,,1,
7126403479,43.4783357,-80.5339654,,3,
7126403480,43.4785779,-80.5341319,,1,
7147634098,43.4708987,-80.6011863,,1,
7147634110,43.4710107,-80.5993563,,1,
7150417182,43.4772098,-80.5213702,,3,
7150417183,43.4768942,-80.5211671,,3,
7150417184,43.4768412,-80.521199,,3,
7150446087,43.4771779,-80.5207784,,3,
7150446088,43.4780151,-80.5214753,,1,
7150446090,43.4774757,-80.5212793,,3,
7150446092,43.4773481,-80.5216345,,3,
7150446093,43.4776078,-80.5217831,,3,
7150446098,43.4777417,-80.5229741,,1,
7150446101,43.4770003,-80.5226022,,3,
7150446103,43.4770324,-80.5225129,,3,
7150446105,43.4777601,-80.5226963,,1,
7155343797,43.4708519,-80.4849321,,1,
7155343802,43.470431,-80.4843243,,3,
7155457020,43.5122396,-80.5281971,,3,
7155457023,43.5123536,-80.5278743,,3,
7155457024,43.5119383,-80.5262524,,3,
7155457027,43.5121572,-80.5263986,,3,
7155499672,43.4610733,-80.4973307,,3,
7155499674,43.4602826,-80.4964743,,1,
7161096327,43.4447449,-80.5293534,,1,
7161291718,43.4486516,-80.6177825,,1,
7161291720,43.4490496,-80.6179708,,3,
7161291721,43.4487295,-80.6173694,,1,
7161291723,43.4490921,-80.6177195,,4,
7161291724,43.4494305,-80.6178254,,1,
7161291725,43.4492241,-80.6182974,,1,
7161291726,43.4490211,-80.6181392,,3,
7162559061,43.4639043,-80.4745896,,1,
7162559071,43.4632804,-80.4765425,,3,
7162559073,43.4636171,-80.4767771,,3,
7162559074,43.4632639,-80.4777845,,3,
